2.000000000000000000e+01,-8.000000000000000000e+00,0.000000000000000000e+00,8.220373505071419729e+00
2.000000000000000000e+01,-8.000000000000000000e+00,1.000000000000000000e+00,9.438346256567379911e+00
1.900000000000000000e+01,-8.000000000000000000e+00,0.000000000000000000e+00,7.843163948127641838e+00
1.900000000000000000e+01,-8.000000000000000000e+00,1.000000000000000000e+00,9.325921576867195029e+00
1.800000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,8.707162550632888909e+00
1.800000000000000000e+01,-6.000000000000000000e+00,1.000000000000000000e+00,9.548464755911092894e+00
1.700000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,8.506846625689311381e+00
1.700000000000000000e+01,-2.000000000000000000e+00,1.000000000000000000e+00,9.649664030328919395e+00
2.000000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,9.647304892551279210e+00
2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.054255295777243973e+00
1.900000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,9.380287380853140178e+00
1.900000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.710680916561766907e+00
1.800000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,5.318760171338662524e+00
1.800000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,9.435423576115940847e+00
1.700000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,8.736248888255060407e+00
2.000000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,8.172431439604155301e+00
2.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,9.463451943268859523e+00
1.900000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,8.227127614403404010e+00
1.900000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,9.632661036689832201e+00
1.800000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00,1.899999999999999911e+00
1.800000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,8.698426084901495159e+00
2.000000000000000000e+01,-5.000000000000000000e+00,1.000000000000000000e+00,9.501972436902695662e+00
1.900000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,9.198150145006762202e+00
1.900000000000000000e+01,-5.000000000000000000e+00,1.000000000000000000e+00,9.633914877732772553e+00
1.800000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,9.163122584293208917e+00
1.800000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,9.729177138232905975e+00
1.700000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,8.825900091577208784e+00
1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.569282127677556815e+00
2.000000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,8.395234473025814381e+00
2.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.804341165787601398e+00
1.900000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,7.107567869219225010e+00
1.900000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.655753343658783905e+00
1.800000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,3.249999999999999112e+00
1.800000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,8.362822737065862100e+00
1.700000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,8.684947457370221002e+00
2.000000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,9.727403674685445978e+00
1.800000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,8.195638153109596757e+00
1.800000000000000000e+01,-4.000000000000000000e+00,1.000000000000000000e+00,9.127615056526719783e+00
1.700000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,6.946882700917506703e+00
1.700000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,9.574213512334717180e+00
1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.662493164048914451e+00
1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,9.497339124007687872e+00
1.500000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,7.553406952587424783e+00
1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.417592907372892341e+00
1.900000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,9.183040214735539664e+00
2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.397005380382985607e+00
2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,9.739934127624367832e+00
1.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.269428916951312658e+00
1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,9.601441725932035709e+00
1.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,7.453461284451910807e+00
1.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,9.455156604707774193e+00
1.700000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,3.356697981114815654e+00
1.700000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.593357672528492586e+00
1.700000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,8.357886029262603600e+00
2.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,9.675655744304338057e+00
1.900000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,8.259538812740203184e+00
1.900000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,7.018917915514889749e+00
1.700000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00,2.742142545554819399e+00
1.700000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,9.025458267978414995e+00
1.600000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.114049578180896560e+00
1.600000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,9.998890034543419958e+00
1.500000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,9.584935849787353135e+00
1.800000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,8.180342277792409078e+00
2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,9.003613719183947595e+00
2.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,9.773451404245761864e+00
1.900000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,8.686086566322481772e+00
1.900000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,9.517351311636920386e+00
1.800000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,7.976647124986004478e+00
1.800000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,9.620374145600145255e+00
1.900000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,9.722504333053835879e+00
1.700000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,7.167879297317807819e+00
1.700000000000000000e+01,-5.000000000000000000e+00,1.000000000000000000e+00,9.242414349016723207e+00
1.600000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,6.552802606469455782e+00
1.600000000000000000e+01,-4.000000000000000000e+00,1.000000000000000000e+00,9.222633436566145093e+00
1.500000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00,7.863606017216062227e+00
1.500000000000000000e+01,-1.000000000000000000e+00,1.000000000000000000e+00,9.546200488637252235e+00
1.400000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,7.995670290581536221e+00
1.400000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,9.443215264931531294e+00
2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,8.361054375837809971e+00
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.742897786579115760e+00
1.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.937618561731555111e+00
1.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,9.662532514485814517e+00
1.800000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.633228183003334166e+00
1.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,7.989666115380824607e+00
1.700000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,4.550847139734239377e+00
1.700000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,8.994511782249386300e+00
1.800000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,8.451959138403115190e+00
1.800000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,9.693012159594514898e+00
1.600000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,4.849017549778035452e+00
1.600000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,8.863194537352978131e+00
1.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,5.503420704813278164e+00
1.400000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,9.415726773547021367e+00
1.200000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,4.966102159190434406e+00
1.200000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00,8.352154145411498476e+00
1.100000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.797068772238461509e+00
